row_id,domain,family,split,text,hard_negative_group,lexical_markers,notes
V3_0556,weather,weather,train,Ice glazed the branches and brought down power lines overnight.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0557,weather,weather,dev,A high-pressure ridge brought unseasonable warmth for the holiday weekend.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0558,weather,weather,dev,"The front stalled, producing days of steady light rain and flooding.",weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0559,weather,weather,test,Visibility dropped to near zero in the blowing snow on the pass.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0560,weather,weather,test,The dew point climbed as the humid air mass moved in from the gulf.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0561,weather,weather,train,An Alberta clipper brought wind chills well below zero by morning.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0562,weather,weather,train,The marine layer kept the coast cool while the interior baked.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0563,weather,weather,train,Radar showed a line of severe thunderstorms tracking east after dark.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0564,weather,weather,train,Frost advisories were posted for the valleys at dawn.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain short item
V3_0565,weather,weather,train,"The storm pushed inland overnight, dropping three inches of rain. The passage describes physical atmospheric conditions rather than an inner mood.",weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0566,weather,weather,train,"A bright, cloudless sky followed the cold front through the valley. The passage describes physical atmospheric conditions rather than an inner mood.",weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0567,weather,weather,dev,Gusts topped sixty miles an hour as the squall line passed. The passage describes physical atmospheric conditions rather than an inner mood.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0568,weather,weather,dev,Dense fog cut visibility to a few hundred feet on the coast road. The passage describes physical atmospheric conditions rather than an inner mood.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0569,weather,weather,test,The heat dome parked over the region for a sixth straight day. The passage describes physical atmospheric conditions rather than an inner mood.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0570,weather,weather,test,Snow tapered to flurries as the temperature crept above freezing. The passage describes physical atmospheric conditions rather than an inner mood.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0571,weather,weather,train,Lightning forked across the horizon ahead of the approaching cell. The passage describes physical atmospheric conditions rather than an inner mood.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0572,weather,weather,train,"A gentle drizzle settled in, leaving the streets slick and gray. The passage describes physical atmospheric conditions rather than an inner mood.",weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0573,weather,weather,train,"The barometer fell sharply, a sign the weather was about to turn. The passage describes physical atmospheric conditions rather than an inner mood.",weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0574,weather,weather,train,Clear skies tonight will let temperatures dip near the frost point. The passage describes physical atmospheric conditions rather than an inner mood.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0575,weather,weather,train,The hurricane weakened to a tropical storm after making landfall. The passage describes physical atmospheric conditions rather than an inner mood.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0576,weather,weather,train,Hail the size of marbles dented cars across the suburb. The passage describes physical atmospheric conditions rather than an inner mood.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0577,weather,weather,dev,A warm breeze carried the smell of rain before the first drops fell. The passage describes physical atmospheric conditions rather than an inner mood.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0578,weather,weather,dev,Black clouds massed on the ridge as the afternoon storm built. The passage describes physical atmospheric conditions rather than an inner mood.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0579,weather,weather,test,"The drought broke at last with a slow, soaking two-day rain. The passage describes physical atmospheric conditions rather than an inner mood.",weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0580,weather,weather,test,Ice glazed the branches and brought down power lines overnight. The passage describes physical atmospheric conditions rather than an inner mood.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0581,weather,weather,train,A high-pressure ridge brought unseasonable warmth for the holiday weekend. The passage describes physical atmospheric conditions rather than an inner mood.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0582,weather,weather,train,"The front stalled, producing days of steady light rain and flooding. The passage describes physical atmospheric conditions rather than an inner mood.",weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0583,weather,weather,train,Visibility dropped to near zero in the blowing snow on the pass. The passage describes physical atmospheric conditions rather than an inner mood.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0584,weather,weather,train,The dew point climbed as the humid air mass moved in from the gulf. The passage describes physical atmospheric conditions rather than an inner mood.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0585,weather,weather,train,An Alberta clipper brought wind chills well below zero by morning. The passage describes physical atmospheric conditions rather than an inner mood.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0586,weather,weather,train,The marine layer kept the coast cool while the interior baked. The passage describes physical atmospheric conditions rather than an inner mood.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0587,weather,weather,dev,Radar showed a line of severe thunderstorms tracking east after dark. The passage describes physical atmospheric conditions rather than an inner mood.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0588,weather,weather,dev,Frost advisories were posted for the valleys at dawn. The passage describes physical atmospheric conditions rather than an inner mood.,weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain paragraph variant
V3_0589,weather,weather,test,"In a paragraph about weather, the key detail is this: The storm pushed inland overnight, dropping three inches of rain. The passage describes physical atmospheric conditions rather than an inner mood. A hard negative should share a few words but change the underlying topic.",weather_vs_emotion_shared_metaphor,storm;cloud;cold;bright;front;forecast,semantic-domain expanded paragraph with confusable guidance
